,Unnamed: 0,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,prop_female
2182,4978,ts343599,Jimmy Savile: A British Horror Story,SHOW,"Jimmy Savile was one of the United Kingdom’s most beloved TV personalities. Shortly after his death in 2011, an investigation prompted more than 450 horrific allegations of sexual assault and abuse, with victims as young as 5.",2022,TV-MA,85,"['documentation', 'crime']",['GB'],1.0,tt18970454,6.7,6536.0,3.341,6.8,0.0
2185,4990,ts270405,Pretend It's a City,SHOW,"Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese.",2021,TV-14,29,"['comedy', 'documentation']",['US'],1.0,tt13660958,8.1,7296.0,3.576,7.6,0.0
2188,4995,tm1207094,Pete Davidson Presents: The Best Friends,MOVIE,"Pete Davidson jokes about rumors, free plane rides and his very weird year as he invites his friends onstage for a night of stand-up comedy and music.",2022,PG-13,58,"['comedy', 'documentation']",['US'],,tt20723748,4.7,569.0,3.503,7.0,0.4
2195,5013,tm1048678,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,Suzanne Joe Kai’s intimate documentary shows us how the Rolling Stone writer and editor defined the cultural zeitgeist of the ’60s and ’70s.,2021,,102,['documentation'],['US'],,tt9660510,7.3,233.0,1.706,10.0,0.0
2200,5019,ts288087,Sophie: A Murder in West Cork,SHOW,A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,2021,TV-14,55,"['documentation', 'crime', 'thriller', 'history']",['GB'],1.0,tt14681732,6.8,5234.0,6.016,6.5,0.0
2211,5042,ts315611,Animal,SHOW,"This immersive series follows the world's most magnificent creatures, capturing never-before-seen moments from the heartwarming to the outrageous.",2021,TV-PG,46,['documentation'],"['US', 'BR']",2.0,tt15674216,7.9,1181.0,4.822,8.5,0.25
2215,5047,ts269676,History of Swear Words,SHOW,This proudly profane series explores the history and impact of some of the most notorious bad words in the English language.,2021,TV-MA,21,"['documentation', 'comedy']",['US'],1.0,tt13617060,6.4,4877.0,5.6,7.0,0.0
2218,5056,tm1018890,Seaspiracy,MOVIE,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers an alarming global conspiracy.",2021,,89,['documentation'],['US'],,tt14152756,8.1,30307.0,7.09,7.9,0.4444444444444444
2220,5062,tm888243,Pray Away,MOVIE,"In the 1970s, five men struggling with being gay in their Evangelical church started a bible study to help each other leave the ""homosexual lifestyle."" They quickly received over 25,000 letters from people asking for help and formalized as Exodus International, the largest and most controversial conversion therapy organization in the world. But leaders struggled with a secret: their own “same-sex attractions” never went away. After years as Christian superstars in the religious right, many of these men and women have come out as LGBTQ, disavowing the very movement they helped start. Focusing on the dramatic journeys of former conversion therapy leaders, current members, and a survivor, PRAY AWAY chronicles the “ex gay"" movement’s rise to power, persistent influence, and the profound harm it causes.",2021,PG-13,101,['documentation'],['US'],,tt11224358,6.5,2888.0,10.176,7.0,0.3333333333333333
2227,5076,ts304053,Countdown: Inspiration4 Mission to Space,SHOW,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",2021,TV-14,50,['documentation'],['US'],1.0,tt15166116,7.9,1857.0,6.0539999999999985,6.7,0.0
2228,5077,tm1096775,Procession,MOVIE,Six men who were sexually abused by Catholic clergy as boys find empowerment by creating short films inspired by their trauma.,2021,R,118,['documentation'],['US'],,tt14300912,7.2,1148.0,6.707999999999998,5.8,0.2727272727272727
2230,5083,ts287532,High on the Hog: How African American Cuisine Transformed America,SHOW,"Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries.",2021,TV-14,53,['documentation'],['US'],1.0,,,,3.237,8.0,0.0
