,Unnamed: 0,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,prop_female
1526,3204,tm420826,The Highwaymen,MOVIE,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",2019,R,133,"['drama', 'thriller', 'crime']",['US'],,tt1860242,6.9,89893.0,14.255999999999998,6.7,0.203125
1533,3213,tm444017,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,"A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.",2019,R,110,"['crime', 'thriller', 'drama']",['US'],,tt2481498,6.7,92156.0,19.891,7.0,0.34146341463414637
1543,3226,ts86908,L.A.'s Finest,SHOW,"Syd Burnett has left her complicated past behind to become an LAPD detective. Paired with a new partner, Nancy McKenna, a working mom with an equally complex past, Syd is pushed to examine whether her unapologetic lifestyle might be masking a greater personal secret. These two women don't agree on much, but they find common ground when it comes to taking on the most dangerous criminals in Los Angeles.",2019,TV-14,47,"['crime', 'drama', 'action', 'comedy', 'thriller']",['US'],2.0,tt7555294,6.1,7000.0,21.788,7.3,0.375
1546,3232,tm428557,The Laundromat,MOVIE,"When her idyllic vacation takes an unthinkable turn, Ellen Martin begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass larger fortunes.",2019,R,96,"['drama', 'history', 'comedy', 'crime']",['US'],,tt5868244,6.3,49391.0,10.319,6.0,0.30158730158730157
1547,3234,tm893480,Project Power,MOVIE,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",2020,R,113,"['crime', 'scifi', 'action', 'thriller']",['US'],,tt7550000,6.0,86407.0,22.48,6.5,0.3
1549,3236,ts284800,Criminal: UK,SHOW,"Within the walls of an interrogation room, London investigators question suspects accused of grievous crimes until the truth comes to light.",2019,TV-MA,44,"['crime', 'drama', 'thriller']",['GB'],2.0,tt9860676,7.6,18213.0,12.302,7.4289999999999985,0.25
1552,3242,ts161737,Dare Me,SHOW,The lives of several cheerleaders are changed forever when a shocking crime rocks their quiet suburban world.,2019,TV-MA,43,"['thriller', 'crime', 'drama', 'reality']",['US'],1.0,tt2983222,6.6,5254.0,15.001,7.9,0.4
1554,3245,tm464662,Tread,MOVIE,"Pushed to his breaking point, a master welder in a small town at the foot of the Rocky Mountains quietly fortifies a bulldozer with 30 tons of concrete and steel and seeks to destroy those he believes have wronged him.",2020,,88,"['crime', 'documentation']",['US'],,tt5807330,7.1,3074.0,2.637,6.7,0.1875
1556,3247,ts88283,Wu Assassins,SHOW,"The last in a line of Chosen Ones, a wannabe chef teams up with a homicide detective to unravel an ancient mystery and take down supernatural assassins.",2019,TV-MA,44,"['scifi', 'action', 'crime', 'drama', 'fantasy']",['US'],1.0,tt8652642,6.4,12921.0,15.475,7.3,0.4
1557,3248,tm471967,Lost Girls,MOVIE,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.",2020,R,95,"['thriller', 'drama', 'crime']",['US'],,tt3111426,6.1,21588.0,12.547,6.1,0.3448275862068966
1558,3249,tm447788,Fyre,MOVIE,"He promised supermodels and yachts, but delivered tents and cheese sandwiches. How one man engineered a music festival disaster.",2019,,98,"['documentation', 'crime', 'music']",['US'],,tt9412098,7.2,45728.0,9.805,6.9,0.45714285714285713
1560,3255,ts215691,Teenage Bounty Hunters,SHOW,"After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage love and sex.",2020,TV-MA,49,"['comedy', 'drama', 'action', 'crime']",['US'],1.0,tt10584608,7.6,11426.0,16.492,7.9,0.25
1562,3258,tm437221,Charlie Says,MOVIE,"Three young women were sentenced to death in the infamous Manson murder case, but when the death penalty was lifted, their sentence became life imprisonment. One young graduate student was sent in to teach them - and through her we witness their transformations as they face the reality of their horrific crimes.",2019,R,104,"['drama', 'documentation', 'crime']",['US'],,tt1759744,5.9,4474.0,11.349,5.9,0.47619047619047616
1565,3262,tm449105,Polar,MOVIE,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",2019,R,118,"['action', 'drama', 'crime', 'thriller', 'european']","['DE', 'US']",,tt4139588,6.3,88281.0,30.208,6.3,0.46938775510204084
1566,3266,tm498803,Spenser Confidential,MOVIE,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.",2020,R,111,"['action', 'comedy', 'drama', 'thriller', 'crime']",['US'],,tt8629748,6.2,86593.0,21.502,6.545,0.2987012987012987
1571,3277,ts224859,The Pharmacist,SHOW,"After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",2020,TV-MA,54,"['documentation', 'crime']",['US'],1.0,tt11600174,7.7,7261.0,3.063,8.4,0.3333333333333333
1573,3280,tm434553,Cut Throat City,MOVIE,"Four boyhood friends return to New Orleans’ Lower Ninth Ward after Hurricane Katrina, to find their home decimated and prospects for work swept away. Turning to a local gangster for employment, the crew is hired to pull off a daring casino heist, right in the heart of the city.",2020,R,123,"['thriller', 'drama', 'action', 'crime']",['US'],,tt3547306,4.8,2594.0,10.445,6.6,0.2916666666666667
1589,3298,tm934040,American Murder: The Family Next Door,MOVIE,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed.",2020,R,83,"['documentation', 'thriller', 'crime']",['US'],,tt12987894,7.2,27193.0,11.309,7.3,0.5
1592,3308,tm925584,The Vanished,MOVIE,"A family vacation takes a terrifying turn when parents Paul and Wendy discover their young daughter has vanished without a trace. Stopping at nothing to find her, the search for the truth leads to a shocking revelation.",2020,R,115,"['thriller', 'action', 'crime']",['US'],,tt9794630,5.7,10378.0,13.281,6.0,0.3333333333333333
1595,3311,tm423140,Avengement,MOVIE,"While on a prison furlough, a lowly criminal evades his guards and returns to his old stomping ground to take revenge on the people who turned him into a cold blooded killer.",2019,,90,"['action', 'crime', 'thriller']",['GB'],,tt8836988,6.5,15685.0,17.407,6.8,0.25
1597,3313,ts87364,Conversations with a Killer: The Ted Bundy Tapes,SHOW,"A unique look inside the mind of an infamous serial killer with this cinematic self-portrait crafted from statements made by Ted Bundy, including present-day interviews, archival footage and audio recordings from death row.",2019,TV-MA,59,"['documentation', 'crime', 'history']",['US'],1.0,tt8463172,7.8,27439.0,14.137,7.6,0.25
1601,3317,ts250912,Fear City: New York vs The Mafia,SHOW,"New York City in the 1970s was ruled with a bloody fist by five mafia families, until a group of federal agents tried the unthinkable: taking them down.",2020,TV-MA,52,"['crime', 'documentation']",['US'],1.0,tt12588372,7.1,7354.0,10.282,6.9,0.4444444444444444
1618,3344,ts222455,The Devil Next Door,SHOW,"A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible.",2019,TV-MA,46,"['crime', 'documentation', 'history']","['US', 'IL']",1.0,tt11165002,7.6,13370.0,6.5710000000000015,7.2,0.0
1619,3345,tm828069,Calm with Horses,MOVIE,"In darkest rural Ireland, ex-boxer Douglas 'Arm' Armstrong has become the feared enforcer for the drug-dealing Devers family, whilst also trying to be a good father to his autistic five-year-old son, Jack. Torn between these two families, Arm's loyalties are truly tested when he is asked to kill for the first time.",2020,,100,"['crime', 'drama']","['IE', 'GB']",,tt4460792,6.8,5649.0,6.1,6.4,0.21052631578947367
1621,3347,ts106536,White Lines,SHOW,"A woman tries to solve the mysterious death of her brother, a famous DJ who disappeared from Ibiza many years ago.",2020,TV-MA,55,"['drama', 'thriller', 'crime']",['GB'],1.0,tt9073958,6.6,16768.0,14.393,6.8,0.25
1642,3376,tm887450,Made You Look: A True Story About Fake Art,MOVIE,"A woman walks into a New York gallery with a cache of unknown masterworks. Thus begins a story of art world greed, willfulness and a high-stakes con.",2020,,96,"['documentation', 'crime']",['CA'],,tt11994750,7.0,4230.0,4.9289999999999985,7.0,0.0
1652,3396,ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,"Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",2020,TV-MA,67,"['documentation', 'crime', 'sport']",['US'],1.0,tt11475228,7.4,16934.0,7.172999999999999,7.4,0.0
1661,3412,tm465724,See You Yesterday,MOVIE,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.",2019,,86,"['scifi', 'thriller', 'action', 'crime', 'drama']",['US'],,tt8743064,5.2,10725.0,7.582999999999998,5.6,0.35294117647058826
1663,3414,ts225787,Unabomber: In His Own Words,SHOW,"Anchored by a rare interview, this docuseries details Ted Kaczynski's path from a young intellectual to one of the most feared people in US history.",2020,TV-MA,44,"['crime', 'documentation']",['US'],1.0,tt11833494,7.2,3446.0,4.465,7.4,0.23076923076923078
1675,3433,ts225328,Get Even,SHOW,"On the surface Kitty, Margot, Bree and Olivia appear to have nothing in common - but there’s one passion which unites them: to expose injustice. They form their own secret society, DGM - they Don’t Get Mad, they Get Even - playing anonymous pranks to expose bullies.",2020,TV-PG,27,"['crime', 'drama']",['GB'],1.0,,,,20.057,7.9,0.42857142857142855
1678,3437,ts93054,Trinkets,SHOW,An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.,2019,TV-MA,26,"['drama', 'comedy', 'crime']",['US'],2.0,tt9134194,7.0,10725.0,17.648,8.089,0.3333333333333333
1681,3440,tm464351,The Last Thing He Wanted,MOVIE,"At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows.",2020,R,116,"['thriller', 'crime', 'drama']","['GB', 'US']",,tt7456312,4.3,15238.0,12.128,4.9,0.3181818181818182
1690,3458,tm511940,Lying and Stealing,MOVIE,"Ivan steals art for the Greek. He wants out but can he? He meets an actress at two of his ""jobs"". She has her own problems but helps him.",2019,R,100,"['crime', 'drama', 'comedy']",['US'],,tt7558302,5.4,5818.0,20.588,6.0,0.3
1704,3482,tm503508,Earthquake Bird,MOVIE,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.",2019,R,107,"['romance', 'thriller', 'crime', 'drama']","['GB', 'JP']",,tt8178486,5.9,14519.0,10.326,5.9,0.38235294117647056
1714,3499,ts223126,The Confession Killer,SHOW,Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth -- and horrifying consequences.,2019,TV-14,48,"['crime', 'documentation']",['US'],1.0,tt11307176,7.4,8984.0,4.44,7.3,0.25
1720,3512,ts89119,The Disappearance of Madeleine McCann,SHOW,"The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family.",2019,TV-14,55,"['crime', 'documentation']",['GB'],1.0,tt9879074,6.6,10691.0,6.5710000000000015,6.8,0.4
1744,3556,ts111206,Fast & Furious Spy Racers,SHOW,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,2019,TV-Y7,24,"['family', 'animation', 'action', 'drama', 'comedy', 'crime']",['US'],6.0,tt8322592,5.7,1467.0,57.899,6.9460000000000015,0.4
1747,3564,ts268608,The Ripper,SHOW,"For five years, from 1975 to 1980, the Yorkshire Ripper murders cast a dark shadow over the lives of women in the North of England. 13 women were dead and the police seemed incapable of catching the killer. No one felt safe – and every man was a suspect.",2020,TV-MA,49,"['documentation', 'crime']",['GB'],1.0,tt13492374,7.1,9461.0,4.87,6.9,0.25
1751,3580,ts226602,How to Fix a Drug Scandal,SHOW,"The four-part docuseries revolves around Amherst, Massachusetts, drug lab chemist Sonja Farak who became addicted to the narcotics she was supposed to be testing. In covering her tracks, Farak falsified thousands of results and opened the door to overturning hundreds of wrongful convictions.",2020,TV-MA,53,"['documentation', 'crime']",['US'],1.0,tt11958942,7.0,3298.0,4.32,7.4,0.25
1756,3593,tm455059,We Die Young,MOVIE,"Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",2019,R,93,"['thriller', 'drama', 'action', 'crime', 'european']","['BG', 'US']",,tt7903530,5.2,4181.0,17.605,6.9,0.35714285714285715
1758,3595,tm888080,The Last Days of American Crime,MOVIE,"In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",2020,,149,"['action', 'crime', 'thriller', 'scifi', 'drama']",['US'],,tt1552211,3.7,11465.0,9.916,6.7,0.28
1769,3618,tm883189,Dangerous Lies,MOVIE,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.",2020,,96,"['thriller', 'horror', 'drama', 'comedy', 'crime']",['US'],,tt10061766,5.3,16943.0,11.808,6.4,0.5
1771,3625,tm823355,Inside Man: Most Wanted,MOVIE,An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour seige at the U.S. Federal Reserve.,2019,R,106,"['action', 'thriller', 'crime']",['US'],,tt7832848,5.6,3967.0,19.139,6.6,0.35
1776,3639,tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,The spectacular rise and scandalous fall of hot-yoga evangelist Bikram Choudhury is chronicled through archival footage and extensive insider interviews.,2019,,86,"['crime', 'documentation']",['US'],,tt10883004,6.7,7525.0,8.238,6.4,0.375
1778,3641,ts108593,The Unsettling,SHOW,"Becca, a 16-year-old girl, arrives at her new foster home located in a remote area. Her foster siblings are less than welcoming but none more so than the 11-year-old biological son of their foster parents. Becca tries to keep to herself and adjust to her new home, but strange things start to happen around her, and Becca is uncertain about who or what is responsible.",2019,TV-14,23,"['crime', 'fantasy', 'horror', 'scifi', 'thriller']",['US'],1.0,tt8680902,5.2,717.0,7.614,6.7,0.36363636363636365
1780,3644,tm814644,Coffee & Kareem,MOVIE,"Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin.",2020,,88,"['crime', 'action', 'comedy']",['US'],,tt9898858,5.1,13535.0,11.17,5.5,0.45
1782,3653,tm885805,Debt Collectors,MOVIE,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin.",2020,R,97,"['action', 'comedy', 'crime']",['US'],,tt10933680,5.8,4347.0,15.007,6.1,0.42105263157894735
1816,3747,tm881162,Athlete A,MOVIE,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,2020,PG-13,104,"['documentation', 'crime', 'sport']",['US'],,tt11905462,7.6,10861.0,11.88,7.7,0.4444444444444444
1820,3765,ts225544,The Trials of Gabriel Fernandez,SHOW,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,2020,TV-MA,55,"['crime', 'documentation']",['US'],1.0,tt11822998,8.1,11276.0,9.821,7.5,0.0
1839,3827,tm452962,Eye for an Eye,MOVIE,"Mario, an exemplary man, lives in a village on the Galician coast. In the old people’s home, where he works as a nurse, everyone appreciates him. When the best known narco in the area, Antonio Padín, recently released from prison, enters the residence, Mario tries to make Antonio feel at home.  Now, Padín's two sons, Kike and Toño, are in charge of the family business. The failure of an operation will put Kike in jail and cause them to owe a large debt to a Colombian supplier. Toño will turn to the nurse to try to convince his father to assume the debt. But Mario has his own plans.",2019,,107,"['drama', 'thriller', 'crime', 'action', 'european']","['US', 'FR', 'ES']",,tt7967412,6.6,7625.0,10.68,6.7,0.3333333333333333
1843,3838,tm449590,Rattlesnake,MOVIE,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",2019,,85,"['horror', 'thriller', 'crime', 'drama']",['US'],,tt9257484,4.6,8629.0,14.704,5.2,0.4230769230769231
1845,3842,ts222049,Who Killed Malcolm X?,SHOW,Activist Abdur-Rahman Muhammad begins his own investigation into the perplexing details surrounding the assassination of civil rights leader Malcolm X.,2019,TV-MA,43,"['crime', 'history', 'documentation']",['US'],1.0,tt10948316,7.6,2152.0,2.1,7.5,0.0
1853,3879,ts250871,The Business of Drugs,SHOW,"To detail how drugs push people into risky — even deadly — behaviors, a former CIA analyst investigates the economics of six illicit substances.",2020,TV-MA,43,"['documentation', 'crime']",['US'],1.0,tt12588416,7.2,1671.0,5.587999999999999,7.0,0.0
1868,3919,ts188840,Seis Manos,SHOW,"Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",2019,TV-MA,27,"['crime', 'drama', 'fantasy', 'animation', 'action']",['US'],1.0,tt10106108,7.1,1607.0,9.498,6.9,0.3333333333333333
1884,3980,ts256606,Trial 4,SHOW,"Charged as a teen in the 1993 killing of a Boston cop, Sean K. Ellis fights to prove his innocence while exposing police corruption and systemic racism.",2020,TV-MA,55,"['documentation', 'crime']",['US'],1.0,tt13363298,7.4,2083.0,6.71,7.1,0.2222222222222222
1889,3990,ts251621,World's Most Wanted,SHOW,Heinous criminals have avoided capture despite massive rewards and global investigations. This docuseries profiles some of the world’s most wanted.,2020,TV-14,47,"['documentation', 'crime']",['US'],1.0,tt12753698,7.1,2532.0,3.723,8.0,0.2
1931,4137,tm861718,Villain,MOVIE,"After 10 years, Eddie Franks is out of prison and trying to stay on the straight and narrow, but his drug-mule brother, Sean has other ideas. Rival gangster brothers demand Sean repay his debt to them, causing Eddie to get tangled in the crossfire, and he ends up using his life savings to calling in favours with mobster friends to try and help.",2020,R,97,"['crime', 'drama', 'thriller', 'action']",['GB'],,tt9820352,5.9,3324.0,4.029,5.9,0.41935483870967744
2032,4699,tm1020438,Spiderhead,MOVIE,"In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.",2022,R,106,"['scifi', 'thriller', 'drama', 'action', 'crime']",['US'],,tt9783600,5.4,43239.0,996.869,5.8,0.21428571428571427
2033,4700,ts271450,The Lincoln Lawyer,SHOW,"Sidelined after an accident, hotshot Los Angeles lawyer Mickey Haller restarts his career — and his trademark Lincoln — when he takes on a murder case.",2022,TV-MA,50,"['crime', 'drama', 'thriller']",['US'],1.0,tt13833978,7.7,30295.0,68.925,8.1,0.4
2036,4703,tm1226954,Girl in the Picture,MOVIE,"A young mother’s mysterious death and her son’s subsequent kidnapping blow open a decades-long mystery about the woman’s true identity, and the murderous federal fugitive at the center of it all.",2022,R,102,"['documentation', 'crime']",['US'],,tt21059520,7.3,9786.0,219.908,7.1960000000000015,0.42857142857142855
2048,4724,ts225061,Pieces of Her,SHOW,An act of violence rocks a sleepy Georgia town as well as the bond between a mother and her daughter.,2022,TV-MA,51,"['drama', 'crime', 'thriller']",['US'],1.0,tt9170236,6.3,22435.0,18.516,6.6,0.0
2052,4731,ts319426,You Don't Know Me,SHOW,"Accused of murder, Hero shouldn't stand a chance in court. He swears he's innocent. But in the end, all that matters is this: do you believe him?",2021,,56,"['drama', 'crime']",['GB'],1.0,tt12005828,6.9,4037.0,6.332000000000002,6.3,0.4444444444444444
2056,4741,ts307973,Murderville,SHOW,"Welcome to Murderville, a new series starring Will Arnett as a detective who, in every episode, has to solve a murder with a new celebrity guest star as his partner.  The catch is: the guest star is never given a script so they have to improvise their way through the case!",2022,TV-MA,34,"['comedy', 'crime']",['US'],1.0,tt15264192,6.8,11466.0,5.846,6.2,0.25
2062,4749,ts256072,The Woman in the House Across the Street from the Girl in the Window,SHOW,"For Anna, every day is the same. She sits with her wine, staring out the window, watching life go by without her. But when a handsome neighbor moves in across the street, Anna starts to see a light at the end of the tunnel. That is until she witnesses a gruesome murder… Or did she?",2022,TV-MA,26,"['thriller', 'crime', 'drama', 'comedy']",['US'],1.0,tt13315324,6.3,41822.0,14.902,7.0,0.0
2063,4750,tm404856,Red Notice,MOVIE,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",2021,PG-13,117,"['thriller', 'action', 'comedy', 'crime']",['US'],,tt7991608,6.3,264194.0,311.673,6.775,0.1724137931034483
2066,4754,ts281927,Stay Close,SHOW,"The lives of a photojournalist, a soccer mom and a homicide detective are disturbed by a terrible event from the past.",2021,TV-MA,47,"['crime', 'drama', 'thriller']",['GB'],1.0,tt2201227,6.9,30197.0,11.449000000000002,7.2,0.3333333333333333
2077,4774,tm1196288,Our Father,MOVIE,"After a woman's at-home DNA test reveals multiple half-siblings, she discovers a shocking scheme involving donor sperm and a popular fertility doctor.",2022,,97,"['crime', 'documentation']",['US'],,tt19704638,6.5,9889.0,42.481,6.5,0.3333333333333333
2079,4777,tm1083293,Windfall,MOVIE,"A man breaks into a tech billionaire's empty vacation home, but things go sideways when the arrogant mogul and his wife arrive for a last-minute getaway.",2022,R,92,"['crime', 'drama', 'thriller']",['US'],,tt15035360,5.7,20903.0,43.789,5.327000000000001,0.4
2084,4783,tm946869,Texas Chainsaw Massacre,MOVIE,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",2022,R,83,"['horror', 'thriller', 'crime']",['US'],,tt11755740,4.8,48828.0,331.065,5.2,0.35714285714285715
2085,4784,tm986168,The Guilty,MOVIE,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,2021,R,91,"['drama', 'thriller', 'action', 'crime']",['US'],,tt9421570,6.3,117984.0,33.761,6.4,0.37037037037037035
2091,4798,tm1092864,The Unforgivable,MOVIE,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,2021,R,112,"['drama', 'crime']","['GB', 'US', 'DE']",,tt11233960,7.1,105353.0,74.153,7.5,0.46153846153846156
2092,4799,ts311987,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,"After marrying a mysterious man who claimed he could make her dog immortal, a celebrated vegan restaurateur finds her life veering off the rails.",2022,TV-MA,52,"['documentation', 'crime']",['US'],1.0,tt18260538,5.8,6134.0,3.403,5.3,0.36363636363636365
2093,4800,ts85985,Cowboy Bebop,SHOW,"Long on style and perpetually short on cash, bounty hunters Spike, Jet and Faye trawl the solar system looking for jobs. But can they outrun Spike's past?",2021,TV-MA,45,"['scifi', 'action', 'drama', 'fantasy', 'comedy', 'crime']",['US'],1.0,tt1267295,6.6,35427.0,17.479,6.8,0.4
2098,4809,ts234817,In from the Cold,SHOW,"Exposed as an ex-Russian spy, an American single mom must juggle family life and unique shape-shifting skills in a battle against an insidious enemy.",2022,TV-MA,49,"['drama', 'scifi', 'thriller', 'action', 'crime']",['US'],1.0,tt11859542,6.2,7047.0,13.736,7.5,0.2857142857142857
2107,4820,ts310057,True Story,SHOW,A world-famous comedian desperately searches for a way out after a night in Philadelphia with his brother threatens to sabotage more than his success.,2021,TV-MA,39,"['drama', 'thriller', 'comedy', 'crime']",['US'],1.0,tt13655456,7.4,17567.0,42.104,7.2,0.18181818181818182
2109,4822,tm501313,Gunpowder Milkshake,MOVIE,Three generations of women fight back against those who could take everything from them.,2021,R,114,"['action', 'thriller', 'crime']","['FR', 'DE', 'US']",,tt8368408,6.0,42709.0,106.522,6.398,0.43333333333333335
2112,4826,ts300391,Clickbait,SHOW,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",2021,TV-MA,46,"['crime', 'drama', 'thriller']","['US', 'AU']",1.0,tt10888878,7.2,51476.0,40.62300000000001,7.644,0.25
2113,4827,ts273436,Murder Among the Mormons,SHOW,High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story.,2021,TV-14,53,"['documentation', 'crime', 'history']",['US'],1.0,tt13987620,7.0,6309.0,6.871,7.3,0.2857142857142857
2114,4829,tm1048362,Army of Thieves,MOVIE,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,2021,R,127,"['comedy', 'crime', 'thriller', 'scifi', 'horror', 'romance', 'action']","['DE', 'US']",,tt13024674,6.4,73790.0,157.02100000000004,6.9,0.36363636363636365
2116,4835,tm1165983,The Weekend Away,MOVIE,"When her best friend vanishes during a girls' trip to Croatia, Beth races to figure out what happened. But each clue yields another unsettling deception.",2022,,90,"['thriller', 'crime', 'drama']",['GB'],,tt14817272,5.6,22686.0,157.463,6.0,0.45
2119,4839,tm456513,Army of the Dead,MOVIE,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,R,148,"['horror', 'thriller', 'crime', 'scifi', 'action']",['US'],,tt0993840,5.7,169348.0,131.869,6.3,0.47368421052631576
2124,4848,tm1046932,Kate,MOVIE,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,2021,R,106,"['action', 'drama', 'thriller', 'crime']","['US', 'JP', 'TH']",,tt7737528,6.2,59480.0,64.19,6.7,0.425531914893617
2131,4857,ts95572,The Serpent,SHOW,"The twisting, real-life story of Charles Sobhraj, a murderer, thief and seductive master of disguise, who was a hidden darkness in the mid-70's on Asia's hippie trail.",2021,TV-MA,57,"['crime', 'drama', 'thriller']",['GB'],1.0,tt7985576,7.6,42371.0,12.904000000000002,7.6,0.2857142857142857
2139,4875,tm1150385,The Tinder Swindler,MOVIE,"Posing as a wealthy, jet-setting diamond mogul, an Israeli conman wooed women online then conned them out of millions of dollars. Now some victims plan for payback.",2022,,114,"['documentation', 'crime']",['GB'],,tt14992922,7.2,61809.0,41.44300000000001,7.061,0.5
2144,4885,tm416779,The Woman in the Window,MOVIE,An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,2021,R,100,"['drama', 'thriller', 'crime']",['US'],,tt6111574,5.7,72490.0,23.639,6.1,0.47368421052631576
2148,4895,tm949309,The White Tiger,MOVIE,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,2021,R,125,"['drama', 'crime']","['SG', 'US', 'IN']",,tt6571548,7.1,59441.0,19.472,6.955,0.1111111111111111
2149,4899,ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,"In this harrowing docuseries, a cruel conman masquerading as a British spy manipulates and steals from his victims, leaving ruined families in his wake.",2022,TV-MA,42,"['documentation', 'crime']",['GB'],1.0,tt15479704,7.0,6370.0,6.409,6.564,0.5
2161,4918,ts299865,Heist,SHOW,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,2021,TV-MA,43,"['crime', 'documentation']",['US'],1.0,tt14865290,6.8,1748.0,5.935,6.9,0.2857142857142857
2166,4929,ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",2021,TV-MA,47,"['documentation', 'crime', 'thriller']",['US'],1.0,tt13651632,7.5,24892.0,15.428,7.4,0.25
